!ENTRY_AC	AC
IPR004431	00290+4.2.1.33
IPR011824	00290+4.2.1.33
IPR004404	00290+4.2.1.9
IPR022697	00300+1.1.1.3
IPR022664	00300+1.17.1.8
IPR005986	00300+1.2.1.11
IPR012080	00300+1.2.1.11
IPR011534	00300+1.2.1.11
IPR005664	00300+2.3.1.117
IPR019873	00300+2.3.1.89
IPR023905	00300+3.5.1.47
IPR012776	00310+1.14.11.8
IPR014397	00310+1.2.1.31
IPR025796	00310+2.1.1.43
IPR017155	00310+2.1.1.43
IPR025785	00310+2.1.1.43
IPR025794	00310+2.1.1.43
IPR013110	00310+2.1.1.43
IPR002137	00311+3.5.2.6
IPR017649	00330+1.2.1.71
IPR016210	00330+1.4.1.2
IPR000304	00330+1.5.1.2
